"
Proyecto de Ley
","
Fecha de Presentación
"
       
        
        
        
       
02339/2021-CR
","
14/06/2022
","
LEY QUE MODIFICA LA LEY N° 30220, LEY UNIVERSITARIA, INCORPORANDO LA CREACIÓN DEL TRIBUNAL DE RESOLUCIÓN DE CONFLICTOS UNIVERSITARIOS
","
En comisión
","
Congreso
","
 Bazán Narro, Sigrid Tesoro; Luque Ibarra, Ruth; Cortez Aguirre, Isabel
"
"
       
        
        
        
       
02338/2021-CR
","
14/06/2022
","
LEY DE REFORMA CONSTITUCIONAL, QUE MODIFICA EL ARTÍCULO 161 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ, PARA FORTALECER LA DEFENSORÍA DEL PUEBLO
","
En comisión
","
Congreso
","
 Ugarte Mamani, Jhakeline Katy; Tacuri Valdivia, Germán Adolfo; Medina Hermosilla, Elizabeth Sara; Paredes Gonzales, Alex Antonio; Quiroz Barboza, Segundo Teodomiro; Gutiérrez Ticona, Paul Silvio
"
"
       
        
        
        
       
02337/2021-CR
","
14/06/2022
","
LEY QUE OTORGA BENEFICIOS PARA LOS TRÁMITES DE FORMALIZACIÓN Y FUNCIONAMIENTO DE INMUEBLES DESTINADOS A LA PRESENTACIÓN DE SERVICIOS DE EDUCACIÓN Y SALUD EN EL SECTOR PÚBLICOS
","
En comisión
","
Congreso
","
 Rivas Chacara, Janet Milagros; Robles Araujo, Silvana Emperatriz; Montalvo Cubas, Segundo Toribio; Quito Sarmiento, Bernardo Jaime; Cruz Mamani, Flavio; Cerrón Rojas, Waldemar José
"
"
       
        
        
        
       
02336/2021-CR
","
14/06/2022
","
LEY QUE MODIFICA LA LEY DE SALUD MENTAL N° 30947 EN RAZÓN DE CONSIDERAR A LOS PSICÓLOGOS DEL PERÚ QUE DESEMPEÑAN UNA LABOR DETERMINANTE PARA EL BENEFICIO DE LA SALUD MENTAL
","
En comisión
","
Congreso
","
 Tacuri Valdivia, Germán Adolfo; Tello Montes, Nivardo Edgar; Paredes Castro, Francis Jhasmina; Vásquez Vela, Lucinda; Gutiérrez Ticona, Paul Silvio; Paredes Gonzales, Alex Antonio; Quiroz Barboza, Segundo Teodomiro
"
"
       
        
        
        
       
02335/2021-CR
","
14/06/2022
","
LEY QUE DEROGA LA LEY 31388 QUE PRORROGA LA VIGENCIA DEL PROCESO DE FORMALIZACIÓN MINERA INTEGRAL
","
Dictamen
","
Congreso
","
 Paredes Piqué, Susel Ana María; Málaga Trillo, George Edward; Pablo Medina, Flor Aidee
"
"
       
        
        
        
       
02334/2021-CR
","
14/06/2022
","
LEY QUE PROMUEVE LA CONTRATACIÓN DEL PERSONAL CAS-COVID OTORGANDO UN PUNTAJE ADICIONAL EM LOS CONCURSOS PÚBLICOS DEL SECTOR SALUD
","
EN AGENDA DEL PLENO
","
Congreso
","
 Paredes Castro, Francis Jhasmina; Gutiérrez Ticona, Paul Silvio; Ugarte Mamani, Jhakeline Katy; Medina Hermosilla, Elizabeth Sara; Dávila Atanacio, Pasión Neomías; Paredes Gonzales, Alex Antonio; Tacuri Valdivia, Germán Adolfo
"
"
       
        
        
        
       
02333/2021-CR
","
14/06/2022
","
LEY QUE FOMENTA LA REACTIVACIÓN DE ESTACIONES EXPERIMENTALES AGRARIAS Y POTENCIA LOS LABORATORIOS DE AGRONOMÍA EN UNIVERSIDADES PÚBLICAS PARA LA INVESTIGACIÓN, DESARROLLO Y PRODUCCIÓN DE INSUMOS AGRÍCOLAS ORGÁNICOS
","
En comisión
","
Congreso
","
 Portalatino Ávalos, Kelly Roxana; Quito Sarmiento, Bernardo Jaime; Bellido Ugarte, Guido; Flores Ramírez, Alex Randu; Taipe Coronado, María Elizabeth; Palacios Huamán, Margot
"
"
       
        
        
        
       
02332/2021-CR
","
14/06/2022
","
Ley que declara de interés y necesidad pública la construcción, implementación, equipamiento y funcionamiento del hospital materno infantil del Rímac y del hospital materno infantil de Lurín
","
EN AGENDA DEL PLENO
","
Congreso
","
 Saavedra Casternoque, Hitler; Elera García, Wilmar Alberto; Azurín Loayza, Alfredo; Alcarraz Agüero, Yorel Kira; Jerí Oré, José Enrique
"
"
       
        
        
        
       
02331/2021-CR
","
14/06/2022
","
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO DE PISCOBAMBA, EN LA PROVINCIA DE CHINCHEROS, DEPARTAMENTO DE APURÍMAC
","
Publicado en el Diario Oficial El Peruano
","
Congreso
","
 Taipe Coronado, María Elizabeth; Cruz Mamani, Flavio; Robles Araujo, Silvana Emperatriz; Flores Ramírez, Alex Randu; Quispe Mamani, Wilson Rusbel; Portalatino Ávalos, Kelly Roxana
"
"
       
        
        
        
       
02330/2021-CR
","
14/06/2022
","
LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL, REVERTIR LA CONCESIÓN DEL CONTRATO DE LECENCIA DEL LOTE 8 A FAVOR DE PETROPERÚ S.A., PARA ASEGURAR EL PROCESO PROGRESIVO DE LA OBTENCIÓN DE LA SOBERANÍA ENERGÉTICA DEL PERÚ
","
En comisión
","
Congreso
","
 Montalvo Cubas, Segundo Toribio; Cerrón Rojas, Waldemar José; Cruz Mamani, Flavio; Quispe Mamani, Wilson Rusbel; Portalatino Ávalos, Kelly Roxana; Gonza Castillo, Américo; Agüero Gutiérrez, María Antonieta; Quito Sarmiento, Bernardo Jaime
"
"
       
        
        
        
       
02329/2021-CR
","
14/06/2022
","
LEY QUE PROMUEVE LA INVERSIÓN DE CAPITAL POR EL ESTADO EN FAVOR DE PETROPERÚ S.A., PARA LA REACTIVACIÓN Y PUESTA EN EJECUCIÓN DEL LOTE 192, POR SER DE NECESIDAD PÚBLICA E INTERÉS NACIONAL
","
En comisión
","
Congreso
","
 Montalvo Cubas, Segundo Toribio; Cerrón Rojas, Waldemar José; Cruz Mamani, Flavio; Portalatino Ávalos, Kelly Roxana; Gonza Castillo, Américo; Quispe Mamani, Wilson Rusbel; Quito Sarmiento, Bernardo Jaime; Agüero Gutiérrez, María Antonieta
"
"
       
        
        
        
       
02328/2021-CR
","
14/06/2022
","
LEY QUE AUTORIZA, EXCEPCIONALMENTE Y POR ÚNICA VEZ, EL CAMBIO DE CONTRATO CAS-COVID A CONTRATO CAS AL PERSONAL ASISTENCIAL, TÉCNICOS Y AUXILIARES, EN EL MARCO DE LA EMERGENCIA SANITARIA
","
Publicado en el Diario Oficial El Peruano
","
Congreso
","
 Julón Irigoín, Elva Edhit; Salhuana Cavides, Eduardo; Soto Reyes, Alejandro; Chiabra León, Roberto Enrique; Torres Salinas, Rosio; Acuña Peralta, María Grimaneza; Trigozo Reátegui, Cheryl; Gonza Castillo, Américo
"
"
       
        
        
        
       
02327/2021-CR
","
10/06/2022
","
LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL, LA REGULACIÓN DEL BISFENOL A, PARA LA PROTECCIÓN DE LA SALUD DE LOS LACTANTES Y NIÑOS PEQUEÑOS
","
En comisión
","
Congreso
","
 Trigozo Reátegui, Cheryl; Acuña Peralta, María Grimaneza; Ruíz Rodríguez, Magaly Rosmery; Salhuana Cavides, Eduardo; Julón Irigoín, Elva Edhit; Torres Salinas, Rosio; Juárez Calle, Heidy Lisbeth
"
"
       
        
        
        
       
02326/2021-CR
","
10/06/2022
","
LEY QUE INCORPORA AL PERSONAL DE SALUD CONTRATADO BAJO EL RÉGIMEN DEL DECRETO LEGISLATIVO 276 DEL INSTITUTO DE MEDICINA LEGAL Y CIENCIAS FORENSES DEL MINISTERIO PÚBLICO EN LOS ALCANCES DEL ARTÍCULO 6 DE LA LEY 31436
","
Publicado en el Diario Oficial El Peruano
","
Congreso
","
 Luque Ibarra, Ruth; Bazán Narro, Sigrid Tesoro; Cortez Aguirre, Isabel
"
"
       
        
        
        
       
02325/2021-CR
","
09/06/2022
","
LEY QUE MODIFICA EL ARTICULO 194° DEL CÓDIGO PENAL 
","
En comisión
","
Congreso
","
 Cerrón Rojas, Waldemar José; Portalatino Ávalos, Kelly Roxana; Gonza Castillo, Américo; Flores Ramírez, Alex Randu; Cruz Mamani, Flavio; Quito Sarmiento, Bernardo Jaime; Montalvo Cubas, Segundo Toribio
"
"
       
        
        
        
       
02324/2021-CR
","
09/06/2022
","
LEY PARA LA PROMOCIÓN DE FERIAS AGROPECUARIAS Y MERCADOS POPULARES EN EL ÁMBITO RURAL Y URBANO, DESARROLLANDO POLÍTICAS PUBLICAS EN LOS TRES NIVELES DE GOBIERNO 
","
En comisión
","
Congreso
","
 Cerrón Rojas, Waldemar José; Portalatino Ávalos, Kelly Roxana; Gonza Castillo, Américo; Montalvo Cubas, Segundo Toribio; Flores Ramírez, Alex Randu; Cruz Mamani, Flavio; Quito Sarmiento, Bernardo Jaime
"
"
       
        
        
        
       
02323/2021-CR
","
09/06/2022
","
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PUBLICA LA INCLUSIÓN DEL AJEDREZ EN LA CURRICULA NACIONAL DE LA EDUCACIÓN BÁSICA
","
En comisión
","
Congreso
","
 Cerrón Rojas, Waldemar José; Portalatino Ávalos, Kelly Roxana; Gonza Castillo, Américo; Flores Ramírez, Alex Randu; Montalvo Cubas, Segundo Toribio; Cruz Mamani, Flavio; Quito Sarmiento, Bernardo Jaime
"
"
       
        
        
        
       
02322/2021-CR
","
09/06/2022
","
LEY QUE RECONOCE A LOS PARTIDOS POLÍTICOS COMO ASOCIACIONES DE INTERÉS PÚBLICO Y LA NO CRIMINALIZACIÓN
","
En comisión
","
Congreso
","
 Cerrón Rojas, Waldemar José; Gonza Castillo, Américo; Flores Ramírez, Alex Randu; Cruz Mamani, Flavio; Montalvo Cubas, Segundo Toribio; Quito Sarmiento, Bernardo Jaime; Portalatino Ávalos, Kelly Roxana
"
"
       
        
        
        
       
02321/2021-CR
","
09/06/2022
","
LEY QUE MODIFICA EL ARTÍCULO 71, LITERAL A NUMERAL 8 DE LA LEY N°29944 DE REFORMA MAGISTERIAL 
","
En comisión
","
Congreso
","
 Cerrón Rojas, Waldemar José; Quito Sarmiento, Bernardo Jaime; Gonza Castillo, Américo; Montalvo Cubas, Segundo Toribio; Cruz Mamani, Flavio; Flores Ramírez, Alex Randu; Portalatino Ávalos, Kelly Roxana
"
"
       
        
        
        
       
02320/2021-CR
","
09/06/2022
","
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA MODERNIZACIÓN DE LA INFRAESTRUCTURA Y DEL EQUIPAMIENTO DEL INSTITUTO NACIONAL DE SALUD DEL NIÑO DE BREÑA
","
Publicado en el Diario Oficial El Peruano
","
Congreso
","
 Jáuregui Martínez de Aguayo, María de los Milagros Jackeline; Ciccia Vásquez, Miguel Ángel; Cueto Aservi, José Ernesto; Medina Minaya, Esdras Ricardo; Montoya Manrique, Jorge Carlos; Padilla Romero, Javier Rommel; Zeballos Aponte, Jorge Arturo; Kamiche Morante, Luis Roberto; Valer Pinto, Héctor; Saavedra Casternoque, Hitler; Coayla Juárez, Jorge Samuel; Cutipa Ccama, Víctor Raúl; Anderson Ramírez, Carlos Antonio; Calle Lobatón, Digna; Paredes Gonzales, Alex Antonio; Gutiérrez Ticona, Paul Silvio; Córdova Lobatón, María Jessica; Burgos Oliveros, Juan Bartolomé; Obando Morgan, Auristela Ana; Cerrón Rojas, Waldemar José; Flores Ramírez, Alex Randu; Robles Araujo, Silvana Emperatriz; Alva Rojas, Carlos Enrique; Portero López, Hilda Marleny; Acuña Peralta, María Grimaneza; Juárez Calle, Heidy Lisbeth; Julón Irigoín, Elva Edhit; Ruíz Rodríguez, Magaly Rosmery
"
"
       
        
        
        
       
02319/2021-CR
","
09/06/2022
","
LEY QUE DECLARA DE INTERÉS NACIONAL Y DE NECESIDAD PÚBLICA EL DESARROLLO TURÍSTICO DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO
","
Dictamen
","
Congreso
","
 Obando Morgan, Auristela Ana; Olivos Martínez, Vivian; Flores Ruiz, Víctor Seferino; Aguinaga Recuenco, Alejandro Aurelio; Cordero Jon Tay, Luis Gustavo; Cordero Jon Tay, María Del Pilar
"
"
       
        
        
        
       
02318/2021-CR
","
09/06/2022
","
Ley que dispone el otorgamiento de bonificación especial por ubicación de la institución educativa: ámbito rural, de frontera y altura para trabajadores administrativos del sector educativo
","
En comisión
","
Congreso
","
 Cortez Aguirre, Isabel; Bazán Narro, Sigrid Tesoro; Luque Ibarra, Ruth
"
"
       
        
        
        
       
02317/2021-CR
","
09/06/2022
","
LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA LOS ARTÍCULOS 13, 15, 16, 17 Y 19 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ 
","
En comisión
","
Congreso
","
 Cortez Aguirre, Isabel; Bazán Narro, Sigrid Tesoro; Sánchez Palomino, Roberto Helbert; Luque Ibarra, Ruth
"
"
       
        
        
        
       
02316/2021-CR
","
09/06/2022
","
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO LA PUNTA, PROVINCIA DE HUANCAYO, DEPARTAMENTO DE JUNÍN
","
Publicado en el Diario Oficial El Peruano
","
Congreso
","
 Robles Araujo, Silvana Emperatriz; Portalatino Ávalos, Kelly Roxana; Flores Ramírez, Alex Randu; Taipe Coronado, María Elizabeth; Quito Sarmiento, Bernardo Jaime; Cruz Mamani, Flavio; Palacios Huamán, Margot
"
"
       
        
        
        
       
02315/2021-CR
","
09/06/2022
","
LEY QUE FACILITA LAS CONDICIONES PARA LA PROMOCIÓN DE LAS INVERSIONES EN EL SECTOR AGRARIO, AFECTADAS POR LA PANDEMIA Y PREVENIR LA CRISIS ALIMENTARIA
","
EN AGENDA DEL PLENO
","
Congreso
","
 Martínez Talavera, Pedro Edwin; Flores Ancachi, Jorge Luis; Espinoza Vargas, Jhaec Darwin; Vergara Mendoza, Elvis Hernán; Paredes Fonseca, Karol Ivett; Aragón Carreño, Luis Ángel; Mori Celis, Juan Carlos
"
"
       
        
        
        
       
02314/2021-CR
","
09/06/2022
","
LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 100 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ
","
Orden del Día
","
Congreso
","
 Jiménez Heredia, David Julio; Olivos Martínez, Vivian; Lizarzaburu Lizarzaburu, Juan Carlos Martin; Alegría García, Arturo; Revilla Villanueva, César Manuel; López Morales, Jeny Luz; Guerra García Campos, Hernando
"
"
       
        
        
        
       
02313/2021-CR
","
09/06/2022
","
LEY QUE MODIFICA EL ARTÍCULO 133 DE LA LEY ORGÁNICA DE MUNICIPALIDADES 
","
En comisión
","
Congreso
","
 Jiménez Heredia, David Julio; Huamán Coronado, Raúl; Lizarzaburu Lizarzaburu, Juan Carlos Martin; Revilla Villanueva, César Manuel; Barbarán Reyes, Rosangella Andrea; López Morales, Jeny Luz
"
"
       
        
        
        
       
02312/2021-CR
","
09/06/2022
","
LEY QUE MODIFICA DIVERSOS ARTÍCULOS DEL CÓDIGO PENAL
","
En comisión
","
Congreso
","
 Jiménez Heredia, David Julio; Revilla Villanueva, César Manuel; López Morales, Jeny Luz; Lizarzaburu Lizarzaburu, Juan Carlos Martin; Olivos Martínez, Vivian; Alegría García, Arturo
"
"
       
        
        
        
       
02311/2021-CR
","
09/06/2022
","
LEY QUE RECONOCE LA PROPIEDAD A LOS BENEFICIARIOS Y ADJUDICATARIOS DE VIVIENDAS ADQUIRIDAS, EN EL MARCO DEL DECRETO LEY N° 22591, QUE TENGAN MÁS DE VEINTICINCO AÑOS DE POSESIÓN PACÍFICA
","
En comisión
","
Congreso
","
 Ciccia Vásquez, Miguel Ángel; Cueto Aservi, José Ernesto; Medina Minaya, Esdras Ricardo; Zeballos Aponte, Jorge Arturo; Jáuregui Martínez de Aguayo, María de los Milagros Jackeline; Padilla Romero, Javier Rommel; Montoya Manrique, Jorge Carlos
"
"
       
        
        
        
       
02310/2021-CR
","
09/06/2022
","
LEY QUE MODIFICA LA LEY UNIVERSITARIA LEY Nº 30220 Y LA LEY 28238, LEY GENERAL DEL VOLUNTARIADO
","
En comisión
","
Congreso
","
 Ciccia Vásquez, Miguel Ángel; Jáuregui Martínez de Aguayo, María de los Milagros Jackeline; Zeballos Aponte, Jorge Arturo; Cueto Aservi, José Ernesto; Medina Minaya, Esdras Ricardo; Montoya Manrique, Jorge Carlos
"
"
       
        
        
        
       
02309/2021-CR
","
09/06/2022
","
LEY QUE MODIFICA LOS ARTÍCULOS 2 Y 3 DE LA LEY N° 26937 LEY QUE CONTEMPLA EL LIBRE EJERCICIO DE LA ACTIVIDAD PERIODÍSTICA
","
En comisión
","
Congreso
","
 Ciccia Vásquez, Miguel Ángel; Padilla Romero, Javier Rommel; Zeballos Aponte, Jorge Arturo; Medina Minaya, Esdras Ricardo; Cueto Aservi, José Ernesto; Jáuregui Martínez de Aguayo, María de los Milagros Jackeline; Montoya Manrique, Jorge Carlos
"
"
       
        
        
        
       
02308/2021-CR
","
09/06/2022
","
LEY QUE MODIFICA EL ARTÍCULO 11 DE LA LEY 29635, LEY DE LIBERTAD RELIGIOSA A FIN DE AMPLIAR LOS BENEFICIOS PARA LA IGLESIA CATÓLICA Y DEMÁS CONFESIONES RELIGIOSAS RECONOCIDAS POR EL ESTADO PERUANO
","
Dictamen
","
Congreso
","
 Luna Gálvez, José León
"
"
       
        
        
        
       
02307/2021-CR
","
09/06/2022
","
Ley que incorpora al régimen laboral del Decreto Legislativo 728, ""Ley de Productividad y Competitividad Laboral"" a los trabajadores de ESSALUD que se encuentran bajo el régimen CAS con Contrato a Plazo indeterminado 
","
EN AGENDA DEL PLENO
","
Congreso
","
 Cortez Aguirre, Isabel; Bazán Narro, Sigrid Tesoro; Sánchez Palomino, Roberto Helbert; Luque Ibarra, Ruth
"
"
       
        
        
        
       
02306/2021-CR
","
09/06/2022
","
LEY QUE MODIFICA EL TRABAJO NOCTURNO DE LA LEY DE JORNADA DE TRABAJO, HORARIO Y TRABAJO EN SOBRETIEMPO 
","
Orden del Día
","
Congreso
","
 Cortez Aguirre, Isabel; Sánchez Palomino, Roberto Helbert; Luque Ibarra, Ruth; Bazán Narro, Sigrid Tesoro
"
"
       
        
        
        
       
02305/2021-CR
","
09/06/2022
","
LEY QUE MODIFICA LOS ARTÍCULOS 7 Y 68 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ
","
En comisión
","
Congreso
","
 Cortez Aguirre, Isabel; Bazán Narro, Sigrid Tesoro; Sánchez Palomino, Roberto Helbert; Luque Ibarra, Ruth
"
"
       
        
        
        
       
02304/2021-CR
","
09/06/2022
","
LEY QUE INCORPORA A LAS SOLUCIONES LIQUIDAS UTILIZADOS POR LOS VAPORIZADORES AL MARCO REGULATORIO DEL IMPUESTO SELECTIVO AL CONSUMO COMO ALTERNATIVA PARA REDUCIR LOS DAÑOS DEL TABAQUISMO
","
En comisión
","
Congreso
","
 Mori Celis, Juan Carlos; Vergara Mendoza, Elvis Hernán; Aragón Carreño, Luis Ángel; Monteza Facho, Silvia María; Flores Ancachi, Jorge Luis; Doroteo Carbajo, Raúl Felipe; Arriola Tueros, José Alberto; Espinoza Vargas, Jhaec Darwin; López Ureña, Ilich Fredy; Paredes Fonseca, Karol Ivett
"
"
       
        
        
        
       
02303/2021-CR
","
09/06/2022
","
LEY DE REFORMA CONSTITUCIONAL QUE PERMITE LA REELECCIÓN INMEDIATA DE LOS GOBERNADORES REGIONALES Y ALCALDES POR UN PERÍODO ADICIONAL
","
En comisión
","
Congreso
","
 Yarrow Lumbreras, Norma Martina; Williams Zapata, José Daniel; Burgos Oliveros, Juan Bartolomé; Córdova Lobatón, María Jessica; Gonzales Delgado, Diana Carolina; Cavero Alva, Alejandro Enrique
"
"
       
        
        
        
       
02302/2021-CR
","
09/06/2022
","
LEY QUE MODIFICA LA LEY 30874 Y EL REGLAMENTO 26511 LEY QUE ESTABLECE UN NUEVO PLAZO PARA HACER EFECTIVO EL RECONOCIMIENTO AL PERSONAL MILITAR, POLICIAL Y CIVIL QUE PARTICIPÓ EN LOS CONFLICTOS ARMADOS CON EL ECUADOR EN LOS AÑOS 1978, 1981 Y 1995
","
En comisión
","
Congreso
","
 Montalvo Cubas, Segundo Toribio; Palacios Huamán, Margot; Portalatino Ávalos, Kelly Roxana; Rivas Chacara, Janet Milagros; Cruz Mamani, Flavio; Quito Sarmiento, Bernardo Jaime; Cerrón Rojas, Waldemar José
"
"
       
        
        
        
       
02301/2021-CR
","
08/06/2022
","
LEY QUE REFORMA LA CONSTITUCIÓN EN SU ARTÍCULO 19 SOBRE EL RÉGIMEN TRIBUTARIO APLICABLE A INSTITUCIONES EDUCATIVAS EN EL PERÚ
","
En comisión
","
Congreso
","
 Portalatino Ávalos, Kelly Roxana; Gonza Castillo, Américo; Palacios Huamán, Margot; Flores Ramírez, Alex Randu; Quito Sarmiento, Bernardo Jaime; Tello Montes, Nivardo Edgar; Taipe Coronado, María Elizabeth
"
"
       
        
        
        
       
02300/2021-CR
","
08/06/2022
","
LEY QUE DENOMINA UNIVERSIDAD NACIONAL DE ARTE ESCÉNICO A LA ESCUELA NACIONAL SUPERIOR DE ARTE DRAMÁTICO ""GUILLERMO UGARTE CHAMORRO""
","
En comisión
","
Congreso
","
 Paredes Piqué, Susel Ana María; Pablo Medina, Flor Aidee
"
"
       
        
        
        
       
02299/2021-CR
","
08/06/2022
","
LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL EL PROYECTO DE MODERNIZACIÓN DE LA REFINERIA DE IQUITOS
","
EN AGENDA DEL PLENO
","
Congreso
","
 Torres Salinas, Rosio; Julón Irigoín, Elva Edhit; Ruíz Rodríguez, Magaly Rosmery; Salhuana Cavides, Eduardo; Trigozo Reátegui, Cheryl; García Correa, Idelso Manuel
"
"
       
        
        
        
       
02298/2021-CR
","
08/06/2022
","
LEY QUE MODIFICA EL ARTÍCULO 117 DE LA CONSTITUCIÓN POLÍTICA CON LA FINALIDAD DE FORTALECER EL REGIMEN POLÍTICO
","
En comisión
","
Congreso
","
 Burgos Oliveros, Juan Bartolomé; Córdova Lobatón, María Jessica; Williams Zapata, José Daniel; Bazán Calderón, Diego Alonso Fernando; Chirinos Venegas, Patricia Rosa; Amuruz Dulanto, Yessica Rosselli
"
"
       
        
        
        
       
02297/2021-CR
","
08/06/2022
","
LEY QUE MODIFICA EL ARTÍCULO 377 DEL DECRETO LEGISLATIVO 635, CÓDIGO PENAL, PARA SANCIONAR COMO DELITO COMETIDO POR FUNCIONARIO PÚBLICO, LAS CONDUCTAS QUE ATENTEN CONTRA LA VIDA Y LA SALUD DE LAS PERSONAS, VINCULADAS AL OTORGAMIENTO DE LICENCIAS O CERTIFICADOS DE ACTIVIDAD PARA EL TRASPORTE Y COMERCIALIZACIÓN DE HIDROCARBUROS
","
En comisión
","
Congreso
","
 Montalvo Cubas, Segundo Toribio; Cruz Mamani, Flavio; Gonza Castillo, Américo; Portalatino Ávalos, Kelly Roxana; Cerrón Rojas, Waldemar José; Robles Araujo, Silvana Emperatriz; Palacios Huamán, Margot; Quito Sarmiento, Bernardo Jaime
"
"
       
        
        
        
       
02296/2021-CR
","
08/06/2022
","
LEY QUE CREA LA UNIVERSIDAD NACIONAL AUTÓNOMA DEL VILCANOTA
","
Publicado en el Diario Oficial El Peruano
","
Congreso
","
 Soto Reyes, Alejandro; Trigozo Reátegui, Cheryl; Julón Irigoín, Elva Edhit; Camones Soriano, Lady Mercedes; Chiabra León, Roberto Enrique; Ruíz Rodríguez, Magaly Rosmery; Salhuana Cavides, Eduardo
"
"
       
        
        
        
       
02295/2021-CR
","
08/06/2022
","
LEY QUE RESTITUYE LA QUINTA ESTROFA DEL HIMNO NACIONAL DEL PERÚ Y DETERMINA EL CORO Y LA ESTROFA QUE DEBEN SER TOCADAS Y ENTONADAS EN LOS ACTOS OFICIALES Y PÚBLICOS
","
Dictamen
","
Congreso
","
 Flores Ramírez, Alex Randu; Cruz Mamani, Flavio; Taipe Coronado, María Elizabeth; Quito Sarmiento, Bernardo Jaime; Quispe Mamani, Wilson Rusbel; Portalatino Ávalos, Kelly Roxana
"
"
       
        
        
        
       
02294/2021-CR
","
08/06/2022
","
LEY QUE DECLARA DE NECESIDAD PÚBLICA Y PREFERENTE INTERÉS NACIONAL, LA CREACIÓN DEL SISTEMA ESTATAL DE INFORMACIÓN Y TRAZABILIDAD AGROPECUARIA
","
En comisión
","
Congreso
","
 Montalvo Cubas, Segundo Toribio; Quito Sarmiento, Bernardo Jaime; Cruz Mamani, Flavio; Gonza Castillo, Américo; Portalatino Ávalos, Kelly Roxana; Palacios Huamán, Margot; Robles Araujo, Silvana Emperatriz; Cerrón Rojas, Waldemar José
"
"
       
        
        
        
       
02293/2021-CR
","
08/06/2022
","
LEY QUE TIPIFICA LOS ARTÍCULOS 384°, 386°, 387°, 388°, 389°, 392°, 393°, 395°, 395°-A, 395°-B, 400°, 401° DEL CÓDIGO PENAL, DELITOS COMETIDOS POR FUNCIONARIOS COMO TRAICIÓN A LA PATRIA
","
En comisión
","
Congreso
","
 Montalvo Cubas, Segundo Toribio; Quito Sarmiento, Bernardo Jaime; Cruz Mamani, Flavio; Gonza Castillo, Américo; Palacios Huamán, Margot; Portalatino Ávalos, Kelly Roxana; Cerrón Rojas, Waldemar José
"
"
       
        
        
        
       
02292/2021-CR
","
08/06/2022
","
LEY QUE OTORGA UNA SUBVENCIÓN VITALICIA A LAS PERSONAS CON DISCAPACIDAD DESDE SU NACIMIENTO Y QUE SE ENCUENTRE EN POBREZA, MODIFICANDO LA LEY 29973, LEY GENERAL DE LA PERSONA CON DISCAPACIDAD Y MODIFICANDO EL CÓDIGO DE LOS NIÑOS Y ADOLESCENTES, LEY 27337
","
En comisión
","
Congreso
","
 Montalvo Cubas, Segundo Toribio; Portalatino Ávalos, Kelly Roxana; Palacios Huamán, Margot; Quito Sarmiento, Bernardo Jaime; Cruz Mamani, Flavio; Cerrón Rojas, Waldemar José; Rivas Chacara, Janet Milagros
"
"
       
        
        
        
       
02291/2021-CR
","
08/06/2022
","
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO DE INTI WATANA, UBICADO EN LA PROVINCIA DE LA MAR, DEPARTAMENTO DE AYACUCHO
","
Publicado en el Diario Oficial El Peruano
","
Congreso
","
 Flores Ramírez, Alex Randu; Cruz Mamani, Flavio; Quispe Mamani, Wilson Rusbel; Quito Sarmiento, Bernardo Jaime; Taipe Coronado, María Elizabeth; Portalatino Ávalos, Kelly Roxana
"
"
       
        
        
        
       
02290/2021-CR
","
08/06/2022
","
Ley que modifica el artículo 6 del Decreto Legislativo 1057, modificado por el artículo 2 de la Ley 29849, Ley que establece la eliminación progresiva del régimen especial del decreto Legislativo 1057 y otorga derechos laborales
","
En comisión
","
Congreso
","
 Burgos Oliveros, Juan Bartolomé; Yarrow Lumbreras, Norma Martina; Williams Zapata, José Daniel; Bazán Calderón, Diego Alonso Fernando; Chirinos Venegas, Patricia Rosa; Amuruz Dulanto, Yessica Rosselli
"
