"
Proyecto de Ley
","
Fecha de Presentación
"
       
        
        
        
       
02613/2021-CR
","
14/07/2022
","
LEY QUE OTORGA RANGO DE LEY AL DECRETO SUPREMO 009-2022-MINEDU, DECRETO SUPREMO QUE MODIFICA EL ESTATUTO DE LA DERRAMA MAGISTERIAL APROBADO POR DECRETO SUPREMO 021-88-ED
","
Retirado por su Autor
","
Congreso
","
 Gutiérrez Ticona, Paul Silvio; Medina Hermosilla, Elizabeth Sara; Tello Montes, Nivardo Edgar; Dávila Atanacio, Pasión Neomías; Tacuri Valdivia, Germán Adolfo; Ugarte Mamani, Jhakeline Katy; Paredes Castro, Francis Jhasmina; Quiroz Barboza, Segundo Teodomiro; Vásquez Vela, Lucinda; Paredes Gonzales, Alex Antonio
"
"
       
        
        
        
       
02612/2021-CR
","
14/07/2022
","
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA PROTECCIÓN, CONSERVACIÓN, PUESTA EN VALOR Y PROMOCIÓN DEL ""CAÑÓN DE TINAJANI"", EN EL DISTRITO DE AYAVIRI, PROVINCIA DE MELGAR, DEPARTAMENTO DE PUNO
","
En comisión
","
Congreso
","
 Flores Ancachi, Jorge Luis; Alva Rojas, Carlos Enrique; Aragón Carreño, Luis Ángel; Espinoza Vargas, Jhaec Darwin; Monteza Facho, Silvia María; Martínez Talavera, Pedro Edwin; Arriola Tueros, José Alberto; Vergara Mendoza, Elvis Hernán
"
"
       
        
        
        
       
02611/2021-CR
","
14/07/2022
","
LEY DEL ACCIONARIADO COMUNAL EN LA EXPLOTACIÓN MINERA 
","
En comisión
","
Congreso
","
 Soto Palacios, Wilson; Arriola Tueros, José Alberto; Vergara Mendoza, Elvis Hernán; Mori Celis, Juan Carlos; Paredes Fonseca, Karol Ivett; Aragón Carreño, Luis Ángel; Doroteo Carbajo, Raúl Felipe
"
"
       
        
        
        
       
02610/2021-CR
","
14/07/2022
","
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA PROTECCIÓN, CONSERVACIÓN, PUESTA EN VALOR Y PROMOCIÓN DEL COMPLEJO ARQUEOLÓGICO DE LAS ""CHULLPAS DE INAMPU"", DE LA COMUNIDAD CAMPESINA DE JILA, EN EL DISTRITO DE ASILLO, PROVINCIA DE AZÁNGARO, DEPARTAMENTO DE PUNO 
","
En comisión
","
Congreso
","
 Flores Ancachi, Jorge Luis; Vergara Mendoza, Elvis Hernán; Aragón Carreño, Luis Ángel; Monteza Facho, Silvia María; Espinoza Vargas, Jhaec Darwin; Arriola Tueros, José Alberto; Martínez Talavera, Pedro Edwin
"
"
       
        
        
        
       
02609/2021-CR
","
14/07/2022
","
LEY QUE DECLARA DE INTERÉS NACIONAL EL RECONOCIMIENTO COMO PATRIMONIO CULTURAL DE LA NACIÓN A LAS ISLAS FLOTANTES DE LOS UROS UBICADO EN EL DISTRITO Y DEPARTAMENTO DE PUNO
","
En comisión
","
Congreso
","
 Flores Ancachi, Jorge Luis; Vergara Mendoza, Elvis Hernán; Alva Rojas, Carlos Enrique; Aragón Carreño, Luis Ángel; Espinoza Vargas, Jhaec Darwin; Arriola Tueros, José Alberto; Martínez Talavera, Pedro Edwin; Monteza Facho, Silvia María
"
"
       
        
        
        
       
02608/2021-CR
","
14/07/2022
","
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA INCORPORAR EL CURSO ELECTIVO DE LENGUA DE SEÑAS EN LAS UNIVERSIDADES PÚBLICAS Y PRIVADAS
","
En comisión
","
Congreso
","
 Trigozo Reátegui, Cheryl; Salhuana Cavides, Eduardo; Díaz Monago, Freddy Roland; Acuña Peralta, María Grimaneza; Torres Salinas, Rosio; Ruíz Rodríguez, Magaly Rosmery
"
"
       
        
        
        
       
02607/2021-CR
","
14/07/2022
","
LEY QUE REPONE EN SUS CARGOS A LOS DIRECTORES O SUBDIRECTORES UBICADOS EN EL CARGO DE DOCENTE POR APLICACIÓN DE LA RESOLUCIÓN DE SECRETARÍA GENERAL 2074-2014-MINEDU
","
En comisión
","
Congreso
","
 Gutiérrez Ticona, Paul Silvio; Paredes Gonzales, Alex Antonio; Paredes Castro, Francis Jhasmina; Quiroz Barboza, Segundo Teodomiro; Vásquez Vela, Lucinda; Tacuri Valdivia, Germán Adolfo; Ugarte Mamani, Jhakeline Katy; Tello Montes, Nivardo Edgar; Medina Hermosilla, Elizabeth Sara
"
"
       
        
        
        
       
02606/2021-CR
","
14/07/2022
","
LEY QUE REGULA EL CAMBIO DE GRUPO OCUPACIONAL DEL PERSONAL ADMINISTRATIVO DE LAS INSTANCIAS DE GESTIÓN EDUCATIVA DESCENTRALIZADA DEL SECTOR EDUCACIÓN SUJETOS AL REGÍMEN LABORAL DEL DECRETO LEGISLATIVO 276
","
En comisión
","
Congreso
","
 Cruz Mamani, Flavio; Cerrón Rojas, Waldemar José; Agüero Gutiérrez, María Antonieta; Quito Sarmiento, Bernardo Jaime; Quispe Mamani, Wilson Rusbel; Bellido Ugarte, Guido; Gonza Castillo, Américo; Pariona Sinche, Alfredo
"
"
       
        
        
        
       
02605/2021-CR
","
14/07/2022
","
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CONSTRUCCIÓN DE EMBARCADEROS PARA FORTALECER LA CADENA DE VALOR DE LA PESCA ARTESANAL EN PACASMAYO, MALABRIGO, SALAVERRY, HUANCHACO Y MORÍN, REGIÓN LA LIBERTAD, EN EL MARCO DEL AÑO INTERNACIONAL DE LA PESCA ARTESANAL
","
En comisión
","
Congreso
","
 Kamiche Morante, Luis Roberto; Zeballos Madariaga, Carlos Javier; Limachi Quispe, Nieves Esmeralda; Chávez Chino, Betssy Betzabet; Valer Pinto, Héctor; Echeverría Rodríguez, Hamlet
"
"
       
        
        
        
       
02604/2021-CR
","
14/07/2022
","
LEY DEL EJERCICIO PROFESIONAL DEL INGENIERO ALIMENTARIO Y DEL INGENIERO AGROINDUSTRIAL
","
En comisión
","
Congreso
","
 Paredes Fonseca, Karol Ivett; Vergara Mendoza, Elvis Hernán; Aragón Carreño, Luis Ángel; Mori Celis, Juan Carlos; Martínez Talavera, Pedro Edwin; Soto Palacios, Wilson
"
"
       
        
        
        
       
02603/2021-CR
","
14/07/2022
","
LEY QUE DECLARA INTERÉS NACIONAL Y NECESIDAD PÚBLICA, EL MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL II HUARAZ, DE ESSALUD, DISTRITO DE INDEPENDENCIA- PROVINCIA DE HUARAZ- DEPARTAMENTO DE ANCASH 
","
En comisión
","
Congreso
","
 Chacón Trujillo, Nilza Merly; Moyano Delgado, Martha Lupe; Morante Figari, Jorge Alberto; Zeta Chunga, Cruz Maria; Infantes Castañeda, Mery Eliana; López Morales, Jeny Luz; Aguinaga Recuenco, Alejandro Aurelio
"
"
       
        
        
        
       
02602/2021-CR
","
14/07/2022
","
LEY QUE MODIFICA EL INCISO 48.1 DEL ARTÍCULO 48 DE LA LEY N° 29973, LEY GENERAL DE LA PERSONA CON DISCAPACIDAD, PARA PROMOVER Y FORTALECER LA PARTICIPACIÓN DE LAS PERSONAS CON DISCAPACIDAD EN EL ACCESO A LOS PUESTOS LABORALES DE LA ADMINISTRACIÓN PÚBLICA EN CONDICIONES DE IGUALDAD Y DE OPORTUNIDADES
","
En comisión
","
Congreso
","
 Ugarte Mamani, Jhakeline Katy; Vásquez Vela, Lucinda; Dávila Atanacio, Pasión Neomías; Paredes Castro, Francis Jhasmina; Gutiérrez Ticona, Paul Silvio; Paredes Gonzales, Alex Antonio
"
"
       
        
        
        
       
02601/2021-CR
","
14/07/2022
","
LEY QUE DEROGA EL DECRETO SUPREMO 009-2022-MINEDU, QUE MODIFICA EL ESTATUTO DE LA DERRAMA MAGISTERIAL, APROBADO POR DECRETO SUPREMO 021-88-ED
","
Al Archivo
","
Congreso
","
 Moyano Delgado, Martha Lupe; Jiménez Heredia, David Julio; Olivos Martínez, Vivian; Guerra García Campos, Hernando; Chacón Trujillo, Nilza Merly; Alegría García, Arturo
"
"
       
        
        
        
       
02600/2021-CR
","
14/07/2022
","
LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 4 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ, PARA INCORPORAR  A LA PERSONA ADULTA MAYOR, ESTABLECIENDO QUE LA COMUNIDAD Y EL ESTADO PROTEGEN ESPECIALMENTE A LA PERSONA ADULTA MAYOR EN SITUACIÓN DE RIESGO
","
En comisión
","
Congreso
","
 Ugarte Mamani, Jhakeline Katy; Paredes Gonzales, Alex Antonio; Tello Montes, Nivardo Edgar; Gutiérrez Ticona, Paul Silvio; Tacuri Valdivia, Germán Adolfo; Paredes Castro, Francis Jhasmina; Dávila Atanacio, Pasión Neomías
"
"
       
        
        
        
       
02599/2021-CR
","
14/07/2022
","
LEY QUE MODIFICA LA LEY 31297, LEY DEL SERVICIO DE SERENAZGO MUNICIPAL A FIN DE AUTORIZAR AL SERENAZGO EL USO DE ARMAS NO LETALES
","
En comisión
","
Congreso
","
 Flores Ancachi, Jorge Luis; Vergara Mendoza, Elvis Hernán; Monteza Facho, Silvia María; Alva Rojas, Carlos Enrique; Arriola Tueros, José Alberto; Espinoza Vargas, Jhaec Darwin; Aragón Carreño, Luis Ángel; Martínez Talavera, Pedro Edwin
"
"
       
        
        
        
       
02598/2021-CR
","
14/07/2022
","
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO PROGRESO, CON SU CAPITAL MALVINAS, EN LA PROVINCIA DE LA CONVENCIÓN DEPARTAMENTO DEL CUSCO
","
En comisión
","
Congreso
","
 Flores Ramírez, Alex Randu; Cerrón Rojas, Waldemar José; Cruz Mamani, Flavio; Quito Sarmiento, Bernardo Jaime; Bellido Ugarte, Guido; Quispe Mamani, Wilson Rusbel; Robles Araujo, Silvana Emperatriz; Rivas Chacara, Janet Milagros
"
"
       
        
        
        
       
02597/2021-CR
","
14/07/2022
","
LEY QUE OBLIGA EL USO DE CHALECOS Y DISTINTIVOS PARA MOTOS LINEALES Y MOTOTAXIS
","
En comisión
","
Congreso
","
 Flores Ancachi, Jorge Luis; Vergara Mendoza, Elvis Hernán; Monteza Facho, Silvia María; Alva Rojas, Carlos Enrique; Arriola Tueros, José Alberto; Martínez Talavera, Pedro Edwin; Aragón Carreño, Luis Ángel; Espinoza Vargas, Jhaec Darwin
"
"
       
        
        
        
       
02596/2021-CR
","
14/07/2022
","
LEY QUE DECLARA PATRIMONIO CULTURAL DE LA NACIÓN A LA VIRGEN MARÍA "" PATRONA DE CHOTA"", EN LA PROVINCIA DE CHOTA
","
En comisión
","
Congreso
","
 Quiroz Barboza, Segundo Teodomiro; Paredes Gonzales, Alex Antonio; Medina Hermosilla, Elizabeth Sara; Vásquez Vela, Lucinda; Gutiérrez Ticona, Paul Silvio; Ugarte Mamani, Jhakeline Katy
"
"
       
        
        
        
       
02595/2021-CR
","
14/07/2022
","
LEY QUE DECLARA DE INTERÉS NACIONAL EL RECONOCIMIENTO COMO PATRIMONIO CULTURAL INMATERIAL DE LA NACIÓN A LA FIESTA PATRONAL SEÑOR DE HUAMANTANGA, DE LA PROVINCIA DE JAÉN, DEPARTAMENTO DE CAJAMARCA
","
En comisión
","
Congreso
","
 Quiroz Barboza, Segundo Teodomiro; Paredes Gonzales, Alex Antonio; Vásquez Vela, Lucinda; Ugarte Mamani, Jhakeline Katy; Gutiérrez Ticona, Paul Silvio; Medina Hermosilla, Elizabeth Sara
"
"
       
        
        
        
       
02594/2021-CR
","
14/07/2022
","
LEY QUE AUTORIZA EL NOMBRAMIENTO EXCEPCIONAL DE DOCENTES EN LOS CENTROS DE EDUCACIÓN TÉCNICO - PRODUCTIVA - CETPROS
","
En comisión
","
Congreso
","
 Flores Ancachi, Jorge Luis; Vergara Mendoza, Elvis Hernán; Espinoza Vargas, Jhaec Darwin; Aragón Carreño, Luis Ángel; Arriola Tueros, José Alberto; Monteza Facho, Silvia María; Alva Rojas, Carlos Enrique; Martínez Talavera, Pedro Edwin
"
"
       
        
        
        
       
02593/2021-CR
","
14/07/2022
","
LEY QUE FACILITA EL DESARROLLO Y VALIDACIÓN DE UNA TECNOLOGÍA, PARA LA TRANSFORMACIÓN DE LOS RELAVES MINEROS EN MATERIALES DE CONSTRUCCIÓN, EN LOS PROGRAMAS NACIONALES DE CIENCIA, TECNOLOGÍA E INNOVACIÓN
","
En comisión
","
Congreso
","
 Chacón Trujillo, Nilza Merly; Flores Ruiz, Víctor Seferino; Alegría García, Arturo; Zeta Chunga, Cruz Maria; López Morales, Jeny Luz; Moyano Delgado, Martha Lupe; Morante Figari, Jorge Alberto
"
"
       
        
        
        
       
02592/2021-CR
","
14/07/2022
","
RESOLUCIÓN LEGISLATIVA QUE REGULA A LA COMISIÓN ESPECIAL DE MUJERES PARLAMENTARIAS
","
Retirado por su Autor
","
Congreso
","
 Agüero Gutiérrez, María Antonieta; Cruz Mamani, Flavio; Portalatino Ávalos, Kelly Roxana; Rivas Chacara, Janet Milagros; Robles Araujo, Silvana Emperatriz; Taipe Coronado, María Elizabeth; Monteza Facho, Silvia María; Acuña Peralta, María Grimaneza; Camones Soriano, Lady Mercedes; Ruíz Rodríguez, Magaly Rosmery; Torres Salinas, Rosio; Ramírez García, Tania Estefany; Amuruz Dulanto, Yessica Rosselli; Chirinos Venegas, Patricia Rosa; Córdova Lobatón, María Jessica; Yarrow Lumbreras, Norma Martina; Paredes Castro, Francis Jhasmina; Ugarte Mamani, Jhakeline Katy; Vásquez Vela, Lucinda; Herrera Medina, Noelia Rossvith; Jáuregui Martínez de Aguayo, María de los Milagros Jackeline; Cortez Aguirre, Isabel; Calle Lobatón, Digna; Pablo Medina, Flor Aidee; Paredes Piqué, Susel Ana María; Cerrón Rojas, Waldemar José
"
"
       
        
        
        
       
02591/2021-CR
","
14/07/2022
","
LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL EL MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR DE LA CARRETERA VECINAL CU 1596 EN EL TRAMO: EMP. CU126 - AUSANTA - HDA. CHUÑA - PONGOÑA - CCOTAÑA - TUNGASUCA - EMP. PE-34 F, EN LOS DISTRITOS DE LIVITACA, YANAOCA Y TÚPAC AMARU DE LAS PROVINCIAS DE CHUMBIVILCAS Y CANAS DEL DEPARTAMENTO DE CUSCO
","
Dictamen
","
Congreso
","
 Ugarte Mamani, Jhakeline Katy; Paredes Castro, Francis Jhasmina; Paredes Gonzales, Alex Antonio; Vásquez Vela, Lucinda; Gutiérrez Ticona, Paul Silvio; Tacuri Valdivia, Germán Adolfo; Tello Montes, Nivardo Edgar; Dávila Atanacio, Pasión Neomías
"
"
       
        
        
        
       
02590/2021-CR
","
14/07/2022
","
LEY QUE ESTABLECE MEJORAS PARA EL PERSONAL TECNICOS Y AUXILIARES ASISTENCIALES DE SALUD QUE LABORA EN ZONAS DE FRONTERA Y ZONAS ALEJADAS
","
En comisión
","
Congreso
","
 Paredes Castro, Francis Jhasmina; Paredes Gonzales, Alex Antonio; Vásquez Vela, Lucinda; Ugarte Mamani, Jhakeline Katy; Dávila Atanacio, Pasión Neomías; Gutiérrez Ticona, Paul Silvio
"
"
       
        
        
        
       
02589/2021-CR
","
13/07/2022
","
LEY QUE FORTALECE EL TAMIZAJE NEONATAL DE ENFERMEDADES RARAS Y HUÉRFANAS A TRAVÉS DE LA IMPLEMENTACIÓN DE CENTROS DE DESPISTAJE GENÉTICO EN CADA MACROREGIÓN DEL PAÍS
","
Dictamen
","
Congreso
","
 Revilla Villanueva, César Manuel; Aguinaga Recuenco, Alejandro Aurelio; Ventura Ángel, Héctor José; Guerra García Campos, Hernando; Huamán Coronado, Raúl; Alegría García, Arturo; Jiménez Heredia, David Julio; Lizarzaburu Lizarzaburu, Juan Carlos Martin
"
"
       
        
        
        
       
02588/2021-CR
","
13/07/2022
","
LEY QUE DECLARA DE NECESIDAD PÚBLICA Y DE PREFERENTE INTERÉS NACIONAL LA CREACIÓN, CONSTRUCCIÓN E IMPLEMENTACIÓN DE LOS COLEGIOS DE ALTO RENDIMIENTO DEPORTIVO – COARD
","
En comisión
","
Congreso
","
 Revilla Villanueva, César Manuel; Guerra García Campos, Hernando; Huamán Coronado, Raúl; Ventura Ángel, Héctor José; Lizarzaburu Lizarzaburu, Juan Carlos Martin; Jiménez Heredia, David Julio; Aguinaga Recuenco, Alejandro Aurelio
"
"
       
        
        
        
       
02587/2021-CR
","
13/07/2022
","
LEY QUE DECLARA EL DÍA DEL CHALÁN, LA AMAZONA Y EL DÍA DEL CABALLO PERUANO DE PASO
","
En comisión
","
Congreso
","
 Monteza Facho, Silvia María; Martínez Talavera, Pedro Edwin; Aragón Carreño, Luis Ángel; Flores Ancachi, Jorge Luis; Vergara Mendoza, Elvis Hernán; López Ureña, Ilich Fredy; Espinoza Vargas, Jhaec Darwin
"
"
       
        
        
        
       
02586/2021-CR
","
13/07/2022
","
LEY QUE MODIFICA LA LEY N° 27908 Y LA LEY N° 27972, A FIN DE PROMOVER LA PARTICIPACIÓN DE LAS RONDAS CAMPESINAS EN LA SUPERVISIÓN Y FISCALIZACIÓN DE OBRAS PÚBLICAS
","
En comisión
","
Congreso
","
 Flores Ancachi, Jorge Luis; Aragón Carreño, Luis Ángel; Monteza Facho, Silvia María; Mori Celis, Juan Carlos; Soto Palacios, Wilson; Doroteo Carbajo, Raúl Felipe; Vergara Mendoza, Elvis Hernán
"
"
       
        
        
        
       
02585/2021-CR
","
13/07/2022
","
Ley que establece responsabilidad política por la falta de reglamentación oportuna
","
Dictamen
","
Congreso
","
 Aragón Carreño, Luis Ángel; Mori Celis, Juan Carlos; Paredes Fonseca, Karol Ivett; Vergara Mendoza, Elvis Hernán; Soto Palacios, Wilson; Espinoza Vargas, Jhaec Darwin; Portero López, Hilda Marleny
"
"
       
        
        
        
       
02584/2021-CR
","
13/07/2022
","
LEY QUE PROMUEVE Y REGULA LA DONACIÓN DE ÓRGANOS Y/O TEJIDOS HUMANOS CON FINES DE TRASPLANTE
","
Dictamen
","
Congreso
","
 Chávez Chino, Betssy Betzabet; Limachi Quispe, Nieves Esmeralda; Bermejo Rojas, Guillermo; Echeverría Rodríguez, Hamlet; Kamiche Morante, Luis Roberto; Zeballos Madariaga, Carlos Javier
"
"
       
        
        
        
       
02583/2021-CR
","
13/07/2022
","
LEY QUE DEROGA EL INCISO 39 DEL ARTÍCULO 11 DEL DECRETO DE URGENCIA N° 018-2019 QUE ESTABLECE MEDIDAS EXTRAORDINARIAS PARA LA PROMOCIÓN E IMPLEMENTACIÓN DE LOS PROYECTOS PRIORIZADOS EN EL PLAN NACIONAL DE INFRAESTRUCTURA PARA LA COMPETITIVIDAD
","
En comisión
","
Congreso
","
 Zea Choquechambi, Oscar; Luna Gálvez, José León; Calle Lobatón, Digna
"
"
       
        
        
        
       
02582/2021-CR
","
13/07/2022
","
LEY QUE MODIFICA LOS ARTÍCULOS 1, 3, 4 Y 5 DE LA LEY 26271 ""LEY QUE NORMA EL DERECHO A PASES LIBRES Y PASAJES DIFERENCIADOS COBRADOS POR LAS EMPRESAS DE TRANSPORTE URBANO E INTERURBANO DE PASAJEROS
","
En comisión
","
Congreso
","
 Zea Choquechambi, Oscar; Luna Gálvez, José León; Calle Lobatón, Digna
"
"
       
        
        
        
       
02581/2021-CR
","
13/07/2022
","
LEY QUE DEROGA LA LEY Nº 31494, LEY QUE RECONOCE A LOS COMITÉS DE AUTODEFENSA Y DESARROLLO RURAL Y LOS INCORPORA EN EL SISTEMA DE SEGURIDAD CIUDADANA
","
En comisión
","
Congreso
","
 Quispe Mamani, Wilson Rusbel; Robles Araujo, Silvana Emperatriz; Bellido Ugarte, Guido; Gonza Castillo, Américo; Portalatino Ávalos, Kelly Roxana; Quito Sarmiento, Bernardo Jaime
"
"
       
        
        
        
       
02580/2021-CR
","
13/07/2022
","
LEY QUE REINCORPORA Y/O REIVINDICA A OFICIALES DE LA POLICIA NACIONAL DEL PERÚ (PNP), AFECTADOS EN SUS PROCESOS DE ASCENSOS Y PASES A RETIRO DURANTE EL PERIODO 2016 Y SIGUIENTES
","
En comisión
","
Congreso
","
 Herrera Medina, Noelia Rossvith; Montoya Manrique, Jorge Carlos; Jáuregui Martínez de Aguayo, María de los Milagros Jackeline; Ciccia Vásquez, Miguel Ángel; Muñante Barrios, Alejandro; Medina Minaya, Esdras Ricardo; Cueto Aservi, José Ernesto
"
"
       
        
        
        
       
02579/2021-CR
","
13/07/2022
","
LEY QUE GARANTIZA LA CONTINUACIÓN DE ESTUDIOS A LOS ESTUDIANTES AFECTADOS POR EL CIERRE DE UNIVERSIDADES NO LICENCIADAS
","
En comisión
","
Congreso
","
 Barbarán Reyes, Rosangella Andrea; Castillo Rivas, Eduardo Enrique; Revilla Villanueva, César Manuel; Guerra García Campos, Hernando; Olivos Martínez, Vivian; Moyano Delgado, Martha Lupe; Aguinaga Recuenco, Alejandro Aurelio; López Morales, Jeny Luz; Cordero Jon Tay, María Del Pilar; Huamán Coronado, Raúl
"
"
       
        
        
        
       
02578/2021-CR
","
13/07/2022
","
LEY QUE DECLARA EL 8 DE FEBRERO DE CADA AÑO: “DÍA NACIONAL DEL PACIENTE LARINGECTOMIZADO”
","
En comisión
","
Congreso
","
 Kamiche Morante, Luis Roberto; Valer Pinto, Héctor; Limachi Quispe, Nieves Esmeralda; Echeverría Rodríguez, Hamlet; Zeballos Madariaga, Carlos Javier; Chávez Chino, Betssy Betzabet
"
"
       
        
        
        
       
02577/2021-CR
","
13/07/2022
","
LEY QUE DECLARA DE INTERÉS NACIONAL LA INVESTIGACIÓN, CONSERVACIÓN, PUESTA EN VALOR Y PROMOCIÓN DE LOS RESTOS ARQUEOLÓGICOS DE CANTA MARCA, EN EL CUENCA DEL RIO CHILLÓN, PROVINCIA DE CANTA , DEPARTAMENTO DE LIMA
","
En comisión
","
Congreso
","
 Rivas Chacara, Janet Milagros; Montalvo Cubas, Segundo Toribio; Quito Sarmiento, Bernardo Jaime; Quispe Mamani, Wilson Rusbel; Pariona Sinche, Alfredo; Agüero Gutiérrez, María Antonieta
"
"
       
        
        
        
       
02576/2021-CR
","
13/07/2022
","
LEY QUE EXONERA DEL PAGO DE TARIFAS DE DERECHOS CONSULARES A CIUDADANOS QUE RESIDAN FUERA DEL TERRITORIO NACIONAL, Y QUE SE ENCUENTREN EN CONDICION DE INDIGENCIA O EXTREMA VULNERABILIDAD ECONOMICA 
","
En comisión
","
Congreso
","
 Lizarzaburu Lizarzaburu, Juan Carlos Martin; Castillo Rivas, Eduardo Enrique; Huamán Coronado, Raúl; Morante Figari, Jorge Alberto; Aguinaga Recuenco, Alejandro Aurelio; Alegría García, Arturo
"
"
       
        
        
        
       
02575/2021-CR
","
13/07/2022
","
LEY QUE DEJA SIN EFECTO EL DECRETO SUPREMO Nº 009-2022-MINEDU, QUE MODIFICA EL ESTATUTO DE LA DERRAMA MAGISTERIAL
","
Al Archivo
","
Congreso
","
 Salhuana Cavides, Eduardo; Chiabra León, Roberto Enrique; Julón Irigoín, Elva Edhit; Torres Salinas, Rosio; Camones Soriano, Lady Mercedes; García Correa, Idelso Manuel
"
"
       
        
        
        
       
02574/2021-CR
","
13/07/2022
","
LEY QUE FACULTA AL RENIEC A REGULAR MEDIANTE PROCEDIMIENTO ADMINISTRATIVO SIMPLIFICADO LA RECTIFICACIÓN DE DATOS DE PERSONAS FALLECIDAS
","
Dictamen
","
Congreso
","
 Paredes Fonseca, Karol Ivett; Vergara Mendoza, Elvis Hernán; Mori Celis, Juan Carlos; Monteza Facho, Silvia María; Soto Palacios, Wilson; Aragón Carreño, Luis Ángel
"
"
       
        
        
        
       
02573/2021-PE
","
13/07/2022
","
LEY QUE PERMITE GARANTIZAR LA PRESTACIÓN DEL SERVICIO EDUCATIVO EN LAS INSTITUCIONES EDUCATIVA PÚBLICAS DE EDUCACIÓN BÁSICA A NIVEL NACIONAL
","
Publicado en el Diario Oficial El Peruano
","
Poder Ejecutivo
",
"
       
        
        
        
       
02572/2021-CR
","
13/07/2022
","
LEY QUE MODIFICA EL INCISO 49.1 DEL ARTÍCULO 49 DE LA LEY 29973, LEY GENERAL DE LA PERSONA CON DISCAPACIDAD, PARA ESTABLECER UNA CUOTA DE EMPLEO DE 2% A FIN DE CONTRATAR A FAMILIARES DIRECTOS DE PERSONAS CON DISCAPACIDAD SEVERA
","
En comisión
","
Congreso
","
 Ugarte Mamani, Jhakeline Katy; Paredes Castro, Francis Jhasmina; Gutiérrez Ticona, Paul Silvio; Dávila Atanacio, Pasión Neomías; Medina Hermosilla, Elizabeth Sara; Tacuri Valdivia, Germán Adolfo; Paredes Gonzales, Alex Antonio; Tello Montes, Nivardo Edgar; Portero López, Hilda Marleny
"
"
       
        
        
        
       
02571/2021-CR
","
13/07/2022
","
LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA CREACIÓN DEL DISTRITO DE VILCANOTA, EN LA PROVINCIA DE CANCHIS, DEPARTAMENTO DE CUSCO
","
Retirado por su Autor
","
Congreso
","
 Ugarte Mamani, Jhakeline Katy; Paredes Castro, Francis Jhasmina; Gutiérrez Ticona, Paul Silvio; Dávila Atanacio, Pasión Neomías; Medina Hermosilla, Elizabeth Sara; Tacuri Valdivia, Germán Adolfo; Tello Montes, Nivardo Edgar; Paredes Gonzales, Alex Antonio
"
"
       
        
        
        
       
02570/2021-CR
","
13/07/2022
","
LEY QUE MODIFICA EL DECRETO LEGISLATIVO 1267
","
En comisión
","
Congreso
","
 Herrera Medina, Noelia Rossvith; Montoya Manrique, Jorge Carlos; Zeballos Aponte, Jorge Arturo; Muñante Barrios, Alejandro; Ciccia Vásquez, Miguel Ángel; Jáuregui Martínez de Aguayo, María de los Milagros Jackeline
"
"
       
        
        
        
       
02569/2021-CR
","
12/07/2022
","
RESOLUCIÓN LEGISLATIVA QUE MODIFICA EL ARTÍCULO 51 DEL REGLAMENTO DEL CONGRESO DE LA REPÚBLICA A FIN DE ESTABLECER LA DEBIDA PUBLICIDAD Y NECESIDAD DE LA DELIBERACIÓN EN LOS DEBATES DEL PLENO
","
En comisión
","
Congreso
","
 Luque Ibarra, Ruth; Cortez Aguirre, Isabel; Reymundo Mercado, Edgard Cornelio; Bazán Narro, Sigrid Tesoro
"
"
       
        
        
        
       
02568/2021-CR
","
12/07/2022
","
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA INCLUSIÓN DEL CURSO DE EDUCACIÓN CÍVICO - CIUDADANA Y SU CORRESPONDIENTE CONTENIDO, PRINCIPIOS Y VALORES, EN EL CURRÍCULO DE LOS PROGRAMAS DE EDUCACIÓN BÁSICA DE CENTROS EDUCATIVOS PÚBLICOS Y PRIVADOS
","
En comisión
","
Congreso
","
 Lizarzaburu Lizarzaburu, Juan Carlos Martin; Olivos Martínez, Vivian; Morante Figari, Jorge Alberto; Huamán Coronado, Raúl; Revilla Villanueva, César Manuel; Ventura Ángel, Héctor José; Moyano Delgado, Martha Lupe
"
"
       
        
        
        
       
02567/2021-GL
","
12/07/2022
","
LEY QUE DECLARA DE NECESIDAD PÚBLICA LA EXPROPIACIÓN DE BIENES INMUEBLES QUE AFECTAN LA EJECUCIÓN DEL PROYECTO ""CREACIÓN DE LA INFRAESTRUCTURA VIAL Y PEATONAL DE LA AV. PROLOGANCIÓN NARANJAL, TRAMO AV. CANTA CALLAO-AV PARAMONGA, DISTRITO DE SAN MARTÍN DE PORRES - LIMA CON CUI N° 2354775
","
Dictamen
","
Gobiernos Locales
",
